Date,ActualReturn,sigma_EGARCH,VaR_95,ES_95,VaR_99,ES_99
2025-03-27,-0.2659175998708463,1.178291811715062,-1.9381175601067409,-2.4304776110057866,-2.741116651183065,-3.140400092300006
2025-03-28,-2.0343823330424726,1.1148562647121008,-1.8337753705412696,-2.299628295751539,-2.5935435012741084,-2.971330770352299
2025-03-31,0.6690341369994357,1.4682747159821035,-2.4150969919443055,-3.0286290615956126,-3.4157177640328857,-3.9132666524097015
2025-04-01,0.28204874356632104,1.3301359532259371,-2.1878789470022366,-2.7436884664452386,-3.094358946972446,-3.5450972575309914
2025-04-02,0.6308384306951353,1.1951262101119842,-1.9658076813674643,-2.4652021401858004,-2.7802793181045016,-3.1852673702984498
2025-04-03,-5.053641993379987,1.0964593763903325,-1.803515182060588,-2.261680798591944,-2.550745939237796,-2.9222991219870087
2025-04-04,-6.0326675171205935,2.5217737510553286,-4.147948700774376,-5.201695013937869,-5.86652300457956,-6.721067261807446
2025-04-07,-0.17827202215734417,3.6361384295361114,-5.980915483920103,-7.500309308474074,-8.458922905269535,-9.69108784954551
2025-04-08,-1.578679439578412,3.123064365188739,-5.136983748283595,-6.44198486474486,-7.265334146449531,-8.323635557156274
2025-04-09,9.986284608912044,2.975475139547189,-4.894221075188131,-6.137550678763931,-6.9219902651469765,-7.930278654206589
2025-04-10,-4.4808164846050325,3.059765458451921,-5.032866311955476,-6.311417399117607,-7.118078869333225,-8.154930410788964
2025-04-11,1.768539500640376,3.5891143256214484,-5.903567716041927,-7.4033120870677385,-8.349528481098982,-9.565758539093132
2025-04-14,0.9654795728337717,3.1174453979411876,-5.1277413696267375,-6.430394549038371,-7.252262473938885,-8.308659805744442
2025-04-15,-0.28047392406680416,2.700522524383124,-4.441964268895727,-5.570402398007354,-6.2823548333980845,-7.1974710343500545
2025-04-16,-2.2478915868915372,2.3807794605518002,-3.916033730660198,-4.910864285130819,-5.5385212366147805,-6.345287273769874
2025-04-17,0.14259098046638385,2.527459575543074,-4.157301049805254,-5.21342323692998,-5.879750210288796,-6.7362212020865755
2025-04-21,-2.4090503650422868,2.1810901368931215,-3.587574022376734,-4.498962559697566,-5.07397440305276,-5.813072448703528
2025-04-22,2.568499541701641,2.4058807683599426,-3.9573217078496463,-4.962641074231859,-5.596915610669897,-6.412187636289413
2025-04-23,1.5376643965653969,2.1901920848973035,-3.6025453945637365,-4.517737264419059,-5.095148700441919,-5.837331089957122
2025-04-24,2.08305470155139,1.9656290820922186,-3.233172124920679,-4.0545282824406845,-4.572737036278082,-5.2388225815174545
2025-04-25,0.7199174694128452,1.808439402899932,-2.9746181109819076,-3.7302911179627714,-4.207059160267944,-4.819878413242577
2025-04-28,0.0381229416225537,1.6132726041583678,-2.653597294211338,-3.327718062598323,-3.75303329293215,-4.299717085897192
2025-04-29,0.6279694536599045,1.417338966802758,-2.331315140165169,-2.923563239403391,-3.297223492216838,-3.777511969372943
2025-04-30,0.03967340036314937,1.2799242381122253,-2.1052880252819937,-2.640116118593271,-2.977549030265718,-3.411272280381974
2025-05-01,0.7061921549296635,1.1397719230165642,-1.8747579814712496,-2.3510221432436347,-2.651505990001025,-3.037736337174632
2025-05-02,1.4735143881567936,1.047514805478882,-1.723008527077305,-2.16072220531494,-2.436883840752102,-2.791851355585087
2025-05-05,-0.575079865633743,1.014536308692468,-1.6687637270267643,-2.0926970376212606,-2.360164384863965,-2.7039565969843076
2025-05-06,-0.8393668386905695,1.0407842671227547,-1.711937776650893,-2.1468390376463358,-2.421226267156175,-2.773913029047754
2025-05-07,0.41968397269700475,1.1235692963360475,-1.8481070322096613,-2.317600777674471,-2.6138130438689275,-2.9945528661387644
2025-05-08,0.6943627636357697,1.0218798916515976,-1.6808428460919078,-2.107844740244051,-2.377248113468779,-2.7235288187152693
2025-05-09,-0.12749277843102647,0.9478186371225407,-1.5590229229632122,-1.9550776419868978,-2.20495587144631,-2.5261397099677763
2025-05-12,3.2513073241944745,0.8891696245286537,-1.4625538818810346,-1.8341015725618228,-2.0685178656839263,-2.3698275275933085
2025-05-13,0.6582229834052988,0.9866387091267668,-1.622876259197881,-2.0351523016983752,-2.295264863423453,-2.629603517908288
2025-05-14,0.12771384418934772,0.916902529044272,-1.5081704504594484,-1.8913065898955694,-2.1330342491448127,-2.443741659079827
2025-05-15,0.48724526983479066,0.8325905296398942,-1.3694895524436272,-1.7173951488976007,-1.9368952085743054,-2.219032119321492
2025-05-16,0.6314102279206146,0.7751422599135519,-1.2749955576221665,-1.5988958671639333,-1.8032505484291044,-2.065920173912583
2025-05-19,0.10932163119026228,0.7335571687549344,-1.2065941696028069,-1.5131177670296891,-1.7065091600204598,-1.9550869976022591
2025-05-20,-0.33677927027300214,0.6734288022103265,-1.1076918078092413,-1.3890902152636255,-1.566629662339863,-1.7948320200414052
2025-05-21,-1.6994383379737243,0.7001835710907316,-1.1516994864404237,-1.4442776196951381,-1.6288705620452473,-1.8661392105235264
2025-05-22,0.03945692246958288,1.0899190284935234,-1.792757267100997,-2.2481899392196416,-2.535530814812567,-2.904867693766424
2025-05-23,-0.6849289817504989,0.9834441194394447,-1.6176216267640673,-2.028562780635605,-2.2878331364959186,-2.621089252045467
2025-05-27,2.0577493615418163,1.0404951513165497,-1.7114622234684476,-2.146242674770024,-2.4205536832150583,-2.773142473489729
2025-05-28,-0.5802215424402846,1.0322331956750854,-1.697872515765873,-2.1292006330533173,-2.401333500273118,-2.7511225918262325
2025-05-29,0.3939716947836125,1.0590328863645773,-1.7419540841976613,-2.18448069827577,-2.4636789037335696,-2.822549508552735
2025-05-30,-0.11192921280187562,0.96937275009914,-1.5944762838684936,-1.9995375868781913,-2.2550982363462575,-2.583586038379949
2025-06-02,0.5617305162378017,0.909210407312551,-1.4955180361300748,-1.8754399518826421,-2.11513969810736,-2.423240506855813
2025-06-03,0.5686288008742046,0.8481389084791058,-1.39506435977052,-1.74946698906522,-1.973066146631687,-2.2604718797070826
2025-06-04,-0.02683763078676904,0.7955966652453572,-1.308640060419322,-1.6410874310117962,-1.8508346107875193,-2.120435545871628
2025-06-05,-0.48445882397398776,0.7417663484460647,-1.2200970685920591,-1.5300509471177135,-1.72560656774254,-1.9769662200524336
2025-06-06,1.021661208921465,0.7912271118001794,-1.301452784586863,-1.6320742971573396,-1.8406695094198218,-2.1087897498929786
2025-06-09,0.09008769765985747,0.7674290170412001,-1.2623084021080213,-1.582985662303718,-1.7853068622710482,-2.0453627293242103
2025-06-10,0.5653754979559444,0.7034995088839061,-1.1571537187462724,-1.4511174470500172,-1.6365845868808506,-1.8749768950836772
2025-06-11,-0.2856194072335505,0.6693001667382543,-1.1009008067786428,-1.3805740259978527,-1.5570250199867182,-1.7838283220706144
