Date,ActualReturn,sigma_GJR-GARCH,VaR_95,ES_95,VaR_99,ES_99
2025-07-30,-0.1260124634700155,0.5183961464664912,-0.8526857817130747,-1.0693023706789269,-1.2059697732432861,-1.3816367813349595
2025-07-31,-0.37582800219579937,0.5131227105971359,-0.8440117515968696,-1.0584247869716383,-1.1937019269197207,-1.367581945065872
2025-08-01,-1.6526177634515804,0.5484765024993135,-0.902163564433654,-1.1313495063222125,-1.2759471455506337,-1.4618073739867021
2025-08-04,1.508535538485578,1.037150390014702,-1.7059605807098166,-2.1393433927946477,-2.412772604871331,-2.764227968104383
2025-08-05,-0.5082764440420995,1.0095545296374069,-1.6605694296793763,-2.082421058160214,-2.3485750337502824,-2.690679088604138
2025-08-06,0.7630493093452984,0.9769963237696241,-1.607015946670721,-2.0152628299272752,-2.272833320747182,-2.6039044953363772
2025-08-07,-0.08379749990243823,0.9158764606194585,-1.5064827180893934,-1.8891901054143274,-2.1306472570461272,-2.4410069669229664
2025-08-08,0.7767328747427804,0.8519078186201875,-1.4012636652857324,-1.7572411682835738,-1.9818339427258433,-2.270516832610299
2025-08-11,-0.19794975605833542,0.8081813327433928,-1.3293399963974442,-1.6670459858382167,-1.8801109252670851,-2.153976380645716
2025-08-12,1.0589747830358043,0.7668141924092162,-1.2612971055821633,-1.5817174556609537,-1.7838765662955243,-2.043724089972028
2025-08-13,0.3417301824057972,0.751142015033241,-1.2355186677830636,-1.5493902546660014,-1.7474176297753334,-2.001954379965797
2025-08-14,0.009305657202052231,0.7069416749319137,-1.162815578054907,-1.4582176470428097,-1.6445922625487286,-1.8841510049836185
2025-08-15,-0.23440349614380906,0.666274591478053,-1.095924178338286,-1.3743331331585578,-1.5499864794123983,-1.7757645158623994
2025-08-18,-0.02175594393598601,0.6486592501086088,-1.0669495201967674,-1.3379977429071899,-1.5090070674670881,-1.7288158575483108
2025-08-19,-0.5439995209500559,0.6181611806387581,-1.0167846600142656,-1.2750889844074778,-1.4380579483935512,-1.6475319691041705
2025-08-20,-0.2660619942930431,0.668523891533292,-1.0996239476922478,-1.3789727931904263,-1.5552191338139834,-1.7817593823554467
2025-08-21,-0.4019891234610107,0.6553491927291593,-1.077953496580277,-1.351797173232089,-1.5245702012598608,-1.7466459877538993
2025-08-22,1.524006767331798,0.6655621532172642,-1.0947523216810484,-1.3728635776334706,-1.548329100179027,-1.7738657152786266
2025-08-25,-0.4410775275590417,0.7065125673454067,-1.1621097588848885,-1.457332521328323,-1.6435940090271233,-1.8830073413420017
2025-08-26,0.41782951046389627,0.7158737545873679,-1.1775075416724001,-1.4766419621457916,-1.6653713870659579,-1.9079569106985965
2025-08-27,0.2275921406956094,0.6783934093099877,-1.1158578598035078,-1.3993307739123388,-1.578179065511608,-1.808063761481852
2025-08-28,0.35352017266330193,0.6426325559465946,-1.0570364904458511,-1.325566403672273,-1.494986880315792,-1.7127534265660356
2025-08-29,-0.5981630225623036,0.6137787723049175,-1.0095762397715653,-1.2660493346095374,-1.427862942082942,-1.6358519120934565
2025-09-02,-0.743788819356439,0.6791429984739389,-1.1170908242585564,-1.4008769610811898,-1.5799228706695696,-1.8100615771810318
2025-09-03,0.5404926745351091,0.7661304522886498,-1.2601724531649574,-1.5803070961572547,-1.7822859489196483,-2.0419017760796736
2025-09-04,0.8322820718337454,0.7253805884213522,-1.1931448917850542,-1.496251830053996,-1.6874875897445067,-1.9332946594233962
2025-09-05,-0.2900635192256473,0.7022773865636988,-1.155143506415301,-1.4485965596877848,-1.6337415052194184,-1.8717196772968585
2025-09-08,0.2453814377465946,0.6878265428104359,-1.1313739836552374,-1.4187886191986407,-1.6001238155759188,-1.833205083029667
2025-09-09,0.23090625859198965,0.6513811003454842,-1.0714265654309105,-1.34361213825091,-1.5153390379791007,-1.7360701715052829
2025-09-10,0.2886683795347622,0.6193940219476828,-1.0188125035127058,-1.2776319819650208,-1.4409259661515976,-1.6508177552921464
2025-09-11,0.8275831003020429,0.5909593865908586,-0.9720416904149909,-1.218979495437696,-1.3747771126401231,-1.5750333607887907
2025-09-12,-0.03346689385486101,0.59009507300596,-0.9706200210800471,-1.217196664736423,-1.3727664185693897,-1.572729779931481
2025-09-15,0.530992342128922,0.5684992276200513,-0.935098016469952,-1.172650637869959,-1.3225269695677664,-1.515172225708568
2025-09-16,-0.13778345688111315,0.5568508208261058,-0.9159380923067245,-1.1486233199890312,-1.2954287231867083,-1.4841267262769715
2025-09-17,-0.12432077551656207,0.5481101922253551,-0.9015610376509439,-1.130593913428597,-1.2750949804235714,-1.4608310786354894
2025-09-18,0.4661563154354731,0.5395605644803307,-0.8874981514454557,-1.1129584867795144,-1.2552055720950934,-1.4380444891907875
